,product_type_no,graphical_appearance_no,colour_group_code,index_code,section_no,garment_group_no
63718,254,1010014,73,H,76,1005
63719,254,1010014,10,H,76,1005
63720,254,1010014,42,H,76,1005
63721,254,1010001,73,H,76,1005
63722,254,1010008,51,H,76,1005
63723,254,1010014,10,H,76,1005
63724,273,1010023,9,H,76,1016
63725,273,1010023,73,H,76,1016
63726,273,1010014,9,H,76,1005
63727,273,1010004,10,H,76,1005
63728,273,1010001,73,H,76,1005
63729,273,1010001,6,H,76,1005
63730,273,1010001,73,H,76,1005
63731,273,1010014,12,H,76,1005
63732,273,1010016,7,H,76,1005
63733,272,1010014,51,H,76,1005
63734,272,1010001,10,H,76,1005
63735,272,1010014,9,H,76,1005
63736,272,1010014,81,H,76,1005
63737,272,1010002,9,H,76,1005
63738,272,1010004,51,H,76,1005
63739,272,1010004,8,H,76,1005
63740,272,1010016,9,H,76,1005
63741,272,1010004,42,H,76,1005
63742,265,1010014,7,H,76,1005
63743,265,1010015,73,H,76,1005
63744,265,1010015,51,H,76,1005
63745,265,1010016,9,H,76,1005
63746,265,1010001,6,H,76,1005
63747,273,1010023,71,H,76,1016
63748,297,1010012,51,H,79,1017
63749,297,1010012,21,H,79,1017
63750,255,1010015,73,I,47,1005
63751,255,1010015,32,I,47,1005
63752,255,1010015,83,I,47,1005
63753,255,1010015,10,I,47,1005
63754,297,1010004,42,B,62,1017
63755,275,1010015,9,A,15,1012
63756,94,1010005,73,J,42,1020
63757,94,1010005,7,J,42,1020
63758,273,1010023,73,H,76,1016
63759,273,1010023,71,H,76,1016
63760,273,1010023,71,H,76,1016
63761,273,1010023,72,H,76,1016
63762,273,1010023,71,H,76,1016
63763,273,1010023,72,H,76,1016
63764,273,1010023,72,H,76,1016
63765,273,1010023,72,H,76,1016
63766,273,1010023,9,H,76,1016
63767,273,1010023,71,H,76,1016
63768,273,1010023,72,H,76,1016
63769,273,1010023,73,H,76,1016
63770,273,1010023,73,H,76,1016
63771,273,1010023,71,H,76,1016
63772,273,1010023,72,H,76,1016
63773,273,1010023,71,H,76,1016
63774,273,1010023,71,H,76,1016
63775,273,1010023,71,H,76,1016
63776,273,1010023,7,H,76,1016
63777,272,1010016,92,G,41,1005
63778,272,1010016,73,G,41,1005
63779,272,1010023,72,H,76,1016
63780,265,1010016,43,A,11,1005
63781,265,1010016,9,A,11,1005
63782,265,1010006,73,A,11,1005
63783,265,1010016,52,A,11,1005
63784,274,1010014,19,H,46,1005
63785,274,1010014,73,H,46,1005
63786,274,1010001,7,H,46,1005
63787,274,1010001,7,H,46,1005
63788,255,1010001,72,H,46,1005
63789,255,1010008,10,H,46,1005
63790,255,1010014,21,H,46,1005
63791,255,1010017,10,H,46,1005
63792,255,1010014,10,H,46,1005
63793,255,1010001,7,H,46,1005
63794,255,1010008,22,H,46,1005
63795,255,1010001,7,H,46,1005
63796,255,1010001,10,H,46,1005
63797,255,1010001,93,H,46,1005
63798,255,1010001,10,H,46,1005
63799,255,1010015,73,H,46,1005
63800,255,1010015,71,H,46,1005
63801,255,1010015,72,H,46,1005
63802,255,1010015,10,H,46,1005
63803,255,1010015,10,H,46,1005
63804,255,1010015,10,H,46,1005
63805,255,1010015,93,H,46,1005
63806,255,1010015,73,H,46,1005
63807,253,1010001,19,H,46,1005
63808,253,1010008,71,H,46,1005
63809,253,1010014,6,H,46,1005
63810,253,1010014,31,H,46,1005
63811,253,1010014,10,H,46,1005
63812,253,1010008,81,H,46,1005
63813,253,1010008,31,H,46,1005
63814,255,1010008,6,H,46,1005
63815,255,1010014,20,H,46,1005
63816,255,1010001,10,H,46,1005
63817,255,1010001,10,H,46,1005
63818,255,1010005,9,H,46,1005
63819,255,1010008,7,H,46,1005
63820,255,1010014,73,H,46,1005
63821,255,1010014,19,H,46,1005
63822,255,1010001,81,H,46,1005
63823,255,1010005,7,H,46,1005
63824,255,1010001,9,H,46,1005
63825,255,1010001,92,H,46,1005
63826,274,1010001,7,H,46,1005
63827,274,1010001,19,H,46,1005
63828,274,1010001,73,H,46,1005
63829,274,1010001,7,H,46,1005
63830,274,1010001,7,H,46,1005
63831,274,1010008,73,H,46,1005
63832,274,1010001,73,H,46,1005
63833,252,1010008,73,H,46,1005
63834,252,1010001,7,H,46,1005
63835,252,1010014,19,H,46,1005
63836,252,1010001,9,H,46,1005
63837,252,1010017,73,H,46,1005
63838,252,1010001,73,H,46,1005
63839,252,1010014,7,H,46,1005
63840,308,1010002,23,H,46,1005
63841,308,1010002,42,H,46,1005
63842,308,1010002,7,H,46,1005
63843,308,1010002,22,H,46,1005
63844,308,1010002,19,H,46,1005
63845,308,1010008,7,H,46,1005
63846,252,1010002,93,H,46,1005
63847,252,1010002,23,H,46,1005
63848,252,1010002,93,H,46,1005
63849,252,1010002,42,H,46,1005
63850,252,1010001,9,H,46,1005
63851,252,1010002,19,H,46,1005
63852,308,1010001,7,H,46,1005
63853,308,1010001,42,H,46,1005
63854,308,1010001,7,H,46,1005
63855,308,1010014,33,H,46,1005
63856,308,1010014,73,H,46,1005
63857,308,1010001,73,H,46,1005
63858,253,1010016,9,D,51,1002
63859,59,1010001,73,G,44,1019
63860,272,1010016,73,G,41,1005
63861,272,1010016,7,G,41,1005
63862,262,1010023,72,H,76,1016
63863,262,1010023,71,H,76,1016
63864,66,1010002,51,J,45,1019
63865,66,1010002,13,J,45,1019
63866,69,1010016,73,J,45,1019
63867,69,1010008,7,J,45,1019
63868,69,1010016,73,J,45,1019
63869,69,1010016,51,J,45,1019
63870,76,1010016,51,J,45,1019
63871,66,1010001,73,J,45,1019
63872,66,1010016,17,J,45,1019
63873,66,1010002,51,J,45,1019
63874,66,1010002,51,J,45,1019
63875,66,1010002,51,J,45,1019
63876,252,1010002,22,H,76,1003
63877,252,1010002,7,H,76,1003
63878,252,1010002,12,H,76,1003
63879,252,1010002,42,H,76,1003
63880,252,1010002,11,H,76,1003
63881,252,1010002,11,H,76,1003
63882,252,1010002,81,H,76,1003
63883,252,1010002,7,H,76,1003
63884,252,1010002,43,H,76,1003
63885,252,1010002,51,H,76,1003
63886,252,1010002,73,H,76,1003
63887,252,1010002,11,H,76,1003
63888,252,1010002,53,H,76,1003
63889,66,1010002,5,J,45,1019
63890,66,1010002,61,J,45,1019
63891,66,1010016,51,J,45,1019
63892,66,1010016,42,J,45,1019
63893,66,1010002,51,J,45,1019
63894,252,1010014,10,H,76,1003
63895,252,1010001,6,H,76,1003
63896,252,1010017,22,H,76,1003
63897,252,1010017,11,H,76,1003
63898,252,1010001,23,H,76,1003
63899,252,1010008,8,H,76,1003
63900,252,1010017,51,H,76,1003
63901,252,1010008,7,H,76,1003
63902,252,1010017,41,H,76,1003
63903,252,1010002,42,H,76,1003
63904,252,1010002,73,H,76,1003
63905,252,1010001,73,H,76,1003
63906,252,1010001,51,H,76,1003
63907,245,1010026,82,H,76,1003
63908,245,1010026,22,H,76,1003
63909,245,1010026,53,H,76,1003
63910,245,1010026,73,H,76,1003
63911,252,1010002,6,H,76,1003
63912,252,1010002,8,H,76,1003
63913,252,1010002,42,H,76,1003
63914,252,1010002,22,H,76,1003
63915,252,1010002,73,H,76,1003
63916,252,1010002,51,H,76,1003
63917,245,1010016,22,H,76,1003
63918,245,1010016,23,H,76,1003
63919,245,1010016,43,H,76,1003
63920,245,1010016,73,H,76,1003
63921,245,1010016,51,H,76,1003
63922,245,1010010,8,H,76,1003
63923,245,1010016,9,H,76,1003
63924,245,1010016,53,H,76,1003
63925,245,1010016,83,H,76,1003
63926,252,1010002,51,H,76,1003
63927,252,1010002,8,H,76,1003
63928,252,1010002,11,H,76,1003
63929,245,1010016,11,H,76,1003
63930,245,1010016,51,H,76,1003
63931,66,1010002,61,J,45,1019
63932,252,1010022,51,H,76,1003
63933,252,1010022,43,H,76,1003
63934,245,1010009,31,H,76,1003
63935,245,1010009,9,H,76,1003
63936,245,1010009,42,H,76,1003
63937,245,1010009,13,H,76,1003
63938,274,1010016,73,I,79,1002
63939,274,1010010,9,I,79,1002
63940,274,1010016,9,I,79,1002
63941,254,1010017,73,A,8,1005
63942,254,1010016,9,A,8,1005
63943,75,1010016,51,J,45,1019
63944,75,1010016,7,J,45,1019
63945,75,1010016,51,J,45,1019
63946,75,1010016,7,J,45,1019
63947,75,1010016,73,J,45,1019
63948,75,1010015,7,J,45,1019
63949,75,1010015,73,J,45,1019
63950,75,1010001,7,J,45,1019
63951,75,1010015,51,J,45,1019
63952,75,1010002,6,J,45,1019
63953,75,1010015,81,J,45,1019
63954,75,1010016,51,J,45,1019
63955,75,1010016,7,J,45,1019
63956,75,1010016,73,J,45,1019
63957,75,1010016,73,J,45,1019
63958,75,1010015,51,J,45,1019
63959,262,1010016,9,I,45,1007
63960,262,1010016,73,I,45,1007
63961,262,1010016,19,I,45,1007
63962,262,1010016,9,I,45,1007
63963,262,1010016,9,I,45,1007
63964,262,1010010,8,I,45,1007
63965,262,1010005,17,I,45,1007
63966,262,1010005,42,I,45,1007
63967,262,1010016,73,I,45,1007
63968,262,1010005,9,I,45,1007
63969,262,1010016,19,I,45,1007
63970,262,1010016,73,I,45,1007
63971,262,1010016,17,I,45,1007
63972,262,1010005,22,I,45,1007
63973,262,1010005,42,I,45,1007
63974,75,1010016,51,J,45,1019
63975,75,1010008,12,J,45,1019
63976,258,1010016,10,A,15,1010
63977,258,1010016,9,A,15,1010
63978,258,1010016,43,A,15,1010
63979,258,1010016,73,A,15,1010
63980,258,1010016,51,A,15,1010
63981,276,1010016,9,I,45,1007
63982,71,1010016,51,J,45,1019
63983,71,1010016,52,J,45,1019
63984,71,1010016,51,J,45,1019
63985,71,1010016,7,J,45,1019
63986,71,1010014,7,J,45,1019
63987,71,1010016,51,J,45,1019
63988,71,1010005,7,J,45,1019
63989,71,1010016,51,J,45,1019
63990,71,1010002,51,J,45,1019
63991,71,1010005,73,J,45,1019
63992,258,1010001,73,A,15,1010
63993,258,1010001,14,A,15,1010
63994,86,1010007,10,C,64,1020
63995,86,1010007,51,C,64,1020
63996,86,1010007,9,C,64,1020
63997,80,1010016,51,J,45,1019
63998,80,1010016,7,J,45,1019
63999,80,1010022,51,J,45,1019
64000,80,1010001,7,J,45,1019
64001,80,1010001,7,J,45,1019
64002,80,1010016,51,J,45,1019
64003,80,1010016,10,J,45,1019
64004,259,1010016,51,J,45,1019
64005,259,1010016,7,J,45,1019
64006,75,1010002,10,J,45,1019
64007,272,1010001,13,D,70,1009
64008,286,1010016,9,B,61,1017
64009,270,1010001,10,G,44,1005
64010,270,1010001,73,G,44,1005
64011,81,1010011,9,F,25,1019
64012,76,1010016,12,F,25,1019
64013,308,1010016,22,D,53,1007
64014,262,1010016,13,D,53,1007
64015,262,1010016,13,D,53,1007
64016,262,1010016,9,D,53,1007
64017,262,1010010,7,D,53,1007
64018,262,1010016,9,D,53,1007
64019,262,1010016,42,D,53,1007
64020,308,1010016,9,D,53,1007
64021,308,1010016,23,D,53,1007
64022,262,1010016,9,D,53,1007
64023,262,1010016,42,D,53,1007
64024,262,1010016,10,D,53,1007
64025,262,1010016,9,D,53,1007
64026,262,1010016,12,D,53,1007
64027,262,1010016,12,D,53,1007
64028,262,1010016,9,D,53,1007
64029,262,1010016,61,D,53,1007
64030,91,1010001,10,J,42,1020
64031,91,1010016,4,J,42,1020
64032,265,1010001,9,D,50,1001
64033,265,1010016,9,D,50,1001
64034,265,1010016,73,D,50,1001
64035,265,1010016,43,D,50,1001
64036,265,1010001,9,D,50,1001
64037,265,1010016,51,D,50,1001
64038,272,1010024,8,F,21,1009
64039,272,1010024,73,F,21,1009
64040,274,1010001,72,F,21,1025
64041,274,1010014,9,F,21,1025
64042,274,1010001,23,F,21,1025
64043,274,1010001,93,F,21,1025
64044,262,1010016,73,A,2,1007
64045,302,1010016,71,S,5,1019
64046,302,1010016,30,S,5,1019
64047,69,1010016,7,J,45,1019
64048,69,1010001,7,J,45,1019
64049,76,1010016,12,J,45,1019
64050,66,1010016,9,J,45,1019
64051,66,1010016,51,J,45,1019
64052,66,1010016,10,J,45,1019
64053,66,1010009,9,J,45,1019
64054,264,1010016,11,A,2,1007
64055,66,1010026,9,J,45,1019
64056,255,1010004,52,D,53,1005
64057,255,1010004,9,D,53,1005
64058,254,1010016,73,A,18,1005
64059,272,1010016,73,A,18,1005
64060,274,1010016,73,F,21,1025
64061,274,1010016,19,F,21,1025
64062,91,1010013,9,C,64,1020
64063,91,1010026,10,C,64,1020
64064,91,1010026,14,C,64,1020
64065,245,1010010,7,G,41,1003
64066,75,1010016,7,J,45,1019
64067,75,1010016,52,J,45,1019
64068,75,1010016,73,J,45,1019
64069,75,1010016,51,J,45,1019
64070,75,1010016,51,J,45,1019
64071,75,1010001,9,J,45,1019
64072,75,1010016,10,J,45,1019
64073,75,1010016,7,J,45,1019
64074,75,1010016,51,J,45,1019
64075,75,1010016,82,J,45,1019
64076,75,1010016,73,J,45,1019
64077,75,1010016,22,J,45,1019
64078,75,1010016,51,J,45,1019
64079,71,1010016,7,J,45,1019
64080,71,1010016,43,J,45,1019
64081,256,1010008,8,D,58,1005
64082,308,1010016,9,S,22,1007
64083,254,1010010,7,S,22,1007
64084,254,1010016,43,S,22,1007
64085,254,1010016,93,S,22,1007
64086,308,1010010,8,S,22,1007
64087,308,1010010,8,S,22,1007
64088,308,1010001,93,S,22,1007
64089,308,1010010,7,S,22,1007
64090,254,1010010,43,S,22,1007
64091,308,1010001,9,S,22,1007
64092,308,1010001,8,S,22,1007
64093,272,1010017,73,H,46,1009
64094,272,1010026,8,H,46,1009
64095,272,1010016,73,H,46,1009
64096,272,1010016,73,H,46,1009
64097,272,1010026,72,H,46,1009
64098,272,1010026,7,H,46,1009
64099,70,1010016,5,C,66,1019
64100,259,1010016,10,F,20,1011
64101,259,1010016,72,F,20,1011
64102,259,1010010,12,F,20,1011
64103,259,1010024,72,F,20,1011
64104,259,1010016,93,F,20,1011
64105,274,1010001,7,D,58,1025
64106,274,1010001,13,D,58,1025
64107,274,1010016,20,D,58,1025
64108,70,1010016,5,C,66,1019
64109,70,1010016,10,C,66,1019
64110,79,1010016,13,C,66,1019
64111,79,1010016,22,C,66,1019
64112,77,1010016,9,C,66,1019
64113,77,1010016,3,C,66,1019
64114,77,1010016,5,C,66,1019
64115,77,1010016,10,C,66,1019
64116,77,1010016,51,C,66,1019
64117,77,1010016,33,C,66,1019
64118,77,1010016,51,C,66,1019
64119,272,1010016,73,H,72,1002
64120,272,1010016,9,H,72,1002
64121,272,1010016,19,H,72,1002
64122,252,1010016,11,A,18,1003
64123,252,1010016,42,A,18,1003
64124,252,1010016,21,A,18,1003
64125,252,1010016,21,A,18,1003
64126,262,1010016,73,F,31,1007
64127,262,1010016,93,F,31,1007
64128,265,1010016,10,D,58,1013
64129,265,1010016,33,D,58,1013
64130,272,1010023,72,D,50,1001
64131,265,1010001,51,D,50,1023
64132,265,1010001,10,D,50,1023
64133,272,1010023,71,G,41,1006
64134,272,1010023,72,G,41,1006
64135,259,1010017,42,D,50,1001
64136,259,1010016,9,D,50,1001
64137,273,1010016,9,S,5,1005
64138,273,1010016,93,S,5,1005
64139,273,1010016,43,S,5,1005
64140,273,1010016,6,S,5,1005
64141,273,1010016,53,S,5,1005
64142,273,1010016,31,S,5,1005
64143,71,1010002,8,J,45,1019
64144,71,1010002,51,J,45,1019
64145,71,1010014,51,J,45,1019
64146,71,1010002,9,J,45,1019
64147,71,1010016,9,J,45,1019
64148,80,1010022,8,J,45,1019
64149,80,1010016,7,J,45,1019
64150,80,1010004,7,J,45,1019
64151,80,1010004,8,J,45,1019
64152,80,1010016,10,J,45,1019
64153,80,1010016,7,J,45,1019
64154,80,1010016,51,J,45,1019
64155,272,1010010,12,S,5,1005
64156,272,1010016,9,S,5,1005
64157,272,1010016,51,S,5,1005
64158,272,1010016,92,S,5,1005
64159,80,1010001,51,J,45,1019
64160,275,1010001,9,D,50,1001
64161,257,1010001,7,F,21,1005
64162,257,1010001,73,F,21,1005
64163,257,1010001,73,F,21,1005
64164,257,1010001,9,F,21,1005
64165,272,1010001,7,D,50,1001
64166,69,1010016,9,F,25,1019
64167,261,1010016,9,S,5,1001
64168,265,1010001,73,A,15,1013
64169,265,1010017,11,A,15,1013
64170,265,1010001,10,A,15,1013
64171,265,1010001,19,A,15,1013
64172,265,1010001,13,A,15,1013
64173,297,1010017,51,B,62,1017
64174,297,1010017,71,B,62,1017
64175,297,1010001,73,B,62,1017
64176,265,1010016,9,A,2,1005
64177,265,1010001,9,A,2,1005
64178,302,1010016,20,S,5,1019
64179,302,1010016,32,S,5,1019
64180,57,1010001,51,G,44,1019
64181,252,1010002,83,H,76,1003
64182,252,1010002,10,H,76,1003
64183,252,1010002,42,H,76,1003
64184,252,1010002,73,H,76,1003
64185,252,1010002,7,H,76,1003
64186,252,1010002,12,H,76,1003
64187,275,1010002,73,H,76,1003
64188,275,1010002,42,H,76,1003
64189,272,1010016,73,A,6,1009
64190,254,1010016,9,D,53,1005
64191,254,1010016,42,D,53,1005
64192,254,1010016,9,D,53,1005
64193,253,1010010,7,S,22,1005
64194,253,1010010,73,S,22,1005
64195,254,1010016,8,A,6,1005
64196,254,1010016,10,A,6,1005
64197,70,1010016,9,C,66,1019
64198,70,1010016,33,C,66,1019
64199,252,1010016,12,A,6,1005
64200,264,1010017,9,D,58,1007
64201,264,1010017,7,D,58,1007
64202,264,1010016,22,D,58,1007
64203,264,1010004,10,D,58,1007
64204,264,1010017,10,D,58,1007
64205,264,1010004,9,D,58,1007
64206,91,1010001,51,G,42,1020
64207,91,1010001,71,G,42,1020
64208,91,1010017,73,G,42,1020
64209,59,1010001,31,B,60,1018
64210,59,1010001,10,B,60,1018
64211,258,1010001,12,D,53,1010
64212,298,1010001,31,B,60,1018
64213,265,1010001,12,G,40,1005
64214,77,1010016,9,C,66,1019
64215,77,1010016,10,C,66,1019
64216,273,1010001,12,G,40,1005
64217,265,1010001,9,A,82,1001
64218,68,1010016,9,F,25,1019
64219,68,1010016,3,F,25,1019
64220,264,1010004,6,A,11,1008
64221,275,1010004,9,D,53,1012
64222,252,1010022,12,A,15,1003
64223,252,1010016,13,A,15,1003
64224,252,1010016,33,A,15,1003
64225,252,1010016,82,A,15,1003
64226,252,1010016,13,A,15,1003
64227,252,1010016,23,A,15,1003
64228,252,1010016,33,A,15,1003
64229,273,1010016,9,S,5,1005
64230,255,1010017,10,A,16,1002
64231,255,1010016,11,A,16,1002
64232,255,1010016,9,A,16,1002
64233,255,1010010,7,A,16,1002
64234,265,1010016,9,D,58,1013
64235,265,1010016,53,D,58,1013
64236,245,1010021,11,I,77,1003
64237,245,1010021,73,I,77,1003
64238,245,1010021,81,I,77,1003
64239,94,1010016,10,C,64,1020
64240,94,1010016,51,C,64,1020
64241,94,1010016,9,C,64,1020
64242,275,1010023,72,A,15,1012
64243,94,1010016,9,C,64,1020
64244,259,1010001,32,F,20,1011
64245,255,1010010,12,S,5,1005
64246,255,1010010,52,S,5,1005
64247,255,1010010,9,S,5,1005
64248,255,1010005,9,D,53,1005
64249,306,1010001,12,A,82,1001
64250,286,1010001,12,A,82,1001
64251,94,1010016,73,F,27,1020
64252,94,1010016,9,F,27,1020
64253,254,1010010,9,S,5,1005
64254,306,1010016,52,S,5,1005
64255,306,1010010,52,S,5,1005
64256,254,1010010,51,S,5,1005
64257,254,1010016,9,S,5,1005
64258,252,1010001,43,S,5,1005
64259,252,1010016,52,S,5,1005
64260,254,1010026,9,S,5,1005
64261,306,1010016,9,S,5,1005
64262,306,1010010,7,S,5,1005
64263,306,1010010,52,S,5,1005
64264,254,1010016,13,A,15,1005
64265,254,1010016,10,A,15,1005
64266,253,1010016,9,A,15,1005
64267,265,1010001,33,A,15,1013
64268,265,1010017,11,A,15,1013
64269,265,1010016,9,A,15,1013
64270,255,1010008,9,F,24,1001
64271,255,1010008,51,F,24,1001
64272,254,1010016,9,A,15,1005
64273,254,1010016,10,A,15,1005
64274,273,1010016,9,S,5,1005
64275,255,1010001,9,F,24,1001
64276,255,1010015,9,F,24,1001
64277,252,1010008,9,F,24,1001
64278,255,1010017,10,F,24,1001
64279,252,1010002,9,F,24,1001
64280,78,1010007,9,F,24,1001
64281,78,1010007,51,F,24,1001
64282,79,1010012,3,F,25,1019
64283,254,1010001,13,A,15,1010
64284,254,1010016,19,A,15,1010
64285,254,1010016,11,A,15,1010
64286,306,1010016,9,S,5,1005
64287,306,1010016,19,S,5,1005
64288,306,1010016,10,S,5,1005
64289,259,1010001,9,F,23,1011
64290,262,1010016,9,D,53,1007
64291,262,1010016,51,D,53,1007
64292,262,1010004,33,A,19,1007
64293,306,1010016,9,S,5,1005
64294,272,1010023,72,A,8,1009
64295,259,1010004,7,F,28,1011
64296,258,1010016,17,A,18,1010
64297,258,1010016,10,A,18,1010
64298,258,1010016,9,A,18,1010
64299,265,1010004,11,A,18,1010
64300,265,1010016,9,A,18,1010
64301,265,1010016,13,A,18,1010
64302,258,1010016,10,A,18,1010
64303,265,1010001,33,A,18,1010
64304,267,1010024,72,H,76,1014
64305,256,1010001,12,G,40,1005
64306,272,1010016,9,I,72,1002
64307,272,1010016,19,I,72,1002
64308,272,1010016,7,I,72,1002
64309,272,1010025,8,I,72,1002
64310,272,1010025,9,I,72,1002
64311,255,1010001,7,H,46,1005
64312,255,1010014,73,H,46,1005
64313,255,1010001,73,H,46,1005
64314,255,1010001,73,H,46,1005
64315,306,1010001,6,B,62,1017
64316,255,1010001,12,A,15,1005
64317,274,1010010,7,D,51,1002
64318,274,1010016,9,D,51,1002
64319,274,1010016,73,D,51,1002
64320,274,1010016,31,D,51,1002
64321,274,1010016,13,D,51,1002
64322,274,1010016,11,D,51,1002
64323,259,1010022,10,F,23,1011
64324,245,1010026,91,H,76,1003
64325,245,1010026,52,H,76,1003
64326,306,1010016,9,B,61,1017
64327,252,1010017,73,D,53,1003
64328,252,1010014,42,D,53,1003
64329,265,1010016,7,I,79,1002
64330,265,1010016,9,I,79,1002
64331,265,1010017,71,I,79,1002
64332,273,1010028,9,S,5,1005
64333,273,1010001,9,S,5,1005
64334,273,1010016,53,S,5,1005
64335,273,1010016,8,S,5,1005
64336,302,1010001,7,G,44,1021
64337,302,1010001,51,G,44,1021
64338,302,1010001,73,G,44,1021
64339,302,1010001,73,G,44,1021
64340,302,1010001,31,G,44,1021
64341,302,1010016,51,G,44,1021
64342,302,1010001,7,G,44,1021
64343,302,1010017,8,G,44,1021
64344,255,1010001,10,A,6,1005
64345,254,1010010,51,A,2,1005
64346,265,1010016,9,A,8,1010
64347,265,1010016,71,A,8,1010
64348,252,1010016,10,A,62,1017
64349,252,1010010,71,A,62,1017
64350,252,1010010,7,A,62,1017
64351,306,1010021,9,B,61,1017
64352,306,1010021,10,B,61,1017
64353,267,1010017,73,G,41,1006
64354,89,1010016,9,C,64,1020
64355,89,1010016,12,C,64,1020
64356,245,1010016,10,A,11,1003
64357,245,1010016,51,A,11,1003
64358,94,1010016,10,F,27,1020
64359,94,1010016,9,F,27,1020
64360,258,1010001,21,H,76,1014
64361,66,1010016,9,D,52,1019
64362,262,1010016,73,I,45,1007
64363,66,1010016,13,D,52,1019
64364,275,1010001,12,A,11,1005
64365,275,1010016,9,A,11,1005
64366,274,1010023,72,A,15,1025
64367,274,1010023,72,A,15,1025
64368,274,1010023,71,A,15,1025
64369,274,1010023,8,A,15,1025
64370,274,1010023,73,A,15,1025
64371,274,1010023,71,A,15,1025
64372,274,1010023,73,A,15,1025
64373,253,1010014,9,D,53,1005
64374,81,1010016,9,F,25,1019
64375,81,1010016,9,F,25,1019
64376,81,1010001,14,F,25,1019
64377,81,1010016,9,F,25,1019
64378,270,1010010,8,A,2,1005
64379,66,1010019,2,C,65,1019
64380,273,1010016,9,S,5,1005
64381,273,1010016,43,S,5,1005
64382,272,1010016,73,G,41,1006
64383,272,1010016,73,G,41,1006
64384,272,1010016,73,G,41,1006
64385,272,1010016,72,G,41,1006
64386,272,1010016,93,G,41,1006
64387,272,1010016,33,G,41,1006
64388,272,1010016,9,D,53,1009
64389,272,1010016,19,D,53,1009
64390,272,1010016,73,D,53,1009
64391,272,1010016,51,D,53,1009
64392,265,1010001,12,G,44,1005
64393,272,1010001,12,G,44,1005
64394,272,1010016,9,D,53,1009
64395,272,1010017,9,D,53,1009
64396,272,1010001,12,D,53,1009
64397,256,1010001,12,G,44,1005
64398,272,1010023,71,D,70,1009
64399,81,1010019,7,F,25,1019
64400,81,1010019,73,F,25,1019
64401,274,1010016,9,A,16,1002
64402,274,1010016,73,A,16,1002
64403,274,1010016,11,A,16,1002
64404,274,1010016,43,A,16,1002
64405,255,1010008,10,I,47,1005
64406,93,1010001,23,A,82,1001
64407,252,1010004,22,D,53,1003
64408,252,1010004,9,D,53,1003
64409,252,1010022,13,D,53,1003
64410,252,1010017,22,D,53,1003
64411,252,1010022,8,D,53,1003
64412,293,1010001,73,B,62,1017
64413,252,1010016,10,D,53,1003
64414,252,1010010,7,D,53,1003
64415,81,1010016,9,F,25,1019
64416,274,1010010,9,I,47,1005
64417,274,1010001,10,I,47,1005
64418,274,1010002,7,I,47,1005
64419,87,1010001,23,A,82,1001
64420,274,1010018,71,H,46,1005
64421,274,1010001,7,H,46,1005
64422,274,1010018,93,H,46,1005
64423,69,1010002,12,F,25,1019
64424,253,1010014,73,I,47,1005
64425,253,1010008,91,I,47,1005
64426,253,1010008,10,I,47,1005
64427,253,1010014,10,I,47,1005
64428,253,1010008,6,I,47,1005
64429,70,1010001,9,A,82,1001
64430,253,1010014,10,I,47,1005
64431,253,1010014,72,I,47,1005
64432,70,1010016,9,A,82,1001
64433,265,1010016,9,A,97,1001
64434,265,1010016,72,A,11,1013
64435,265,1010001,21,A,11,1013
64436,254,1010021,81,A,15,1010
64437,86,1010002,9,J,42,1020
64438,86,1010016,3,J,42,1020
64439,86,1010016,42,J,42,1020
64440,86,1010009,51,J,42,1020
64441,86,1010009,5,J,42,1020
64442,86,1010016,13,J,42,1020
64443,258,1010001,91,A,2,1010
64444,253,1010016,12,A,15,1010
64445,272,1010001,7,A,2,1005
64446,272,1010001,8,A,2,1005
64447,95,1010016,9,C,64,1020
64448,272,1010016,33,A,11,1009
64449,272,1010016,9,A,11,1009
64450,272,1010016,11,A,11,1009
64451,272,1010016,9,D,53,1009
64452,272,1010016,72,D,53,1009
64453,254,1010016,9,A,16,1002
64454,245,1010016,73,G,41,1003
64455,245,1010016,73,G,41,1003
64456,245,1010016,8,G,41,1003
64457,272,1010016,9,D,53,1009
64458,265,1010016,9,A,16,1002
64459,265,1010016,7,A,16,1002
64460,252,1010010,12,G,41,1003
64461,252,1010016,43,G,41,1003
64462,273,1010016,10,H,79,1002
64463,273,1010016,10,H,79,1002
64464,273,1010012,9,H,79,1002
64465,273,1010016,51,H,79,1002
64466,273,1010016,73,A,8,1009
64467,286,1010016,10,B,61,1017
64468,254,1010017,10,A,15,1005
64469,286,1010016,9,B,61,1017
64470,286,1010016,93,B,61,1017
64471,272,1010010,9,H,46,1005
64472,283,1010016,9,B,61,1017
64473,254,1010021,11,A,15,1005
64474,267,1010016,51,G,44,1005
64475,254,1010017,10,A,15,1005
64476,254,1010016,10,A,15,1005
64477,262,1010005,8,I,45,1007
64478,262,1010016,73,I,45,1007
64479,262,1010005,14,I,45,1007
64480,254,1010016,9,A,15,1005
64481,306,1010020,9,B,61,1017
64482,306,1010016,43,B,61,1017
64483,306,1010016,42,B,61,1017
64484,306,1010016,9,B,61,1017
64485,306,1010016,43,B,61,1017
64486,258,1010017,73,A,15,1010
64487,258,1010016,10,A,15,1010
64488,245,1010010,51,I,77,1003
64489,245,1010010,7,I,77,1003
64490,262,1010015,9,I,45,1007
64491,262,1010001,9,I,45,1007
64492,262,1010016,11,I,45,1007
